Nomination_Award_Name,Nomination_Iteration_Number,Film,Winner
Best Actor in a Supporting Role,71,Shakespeare in Love,Geoffrey Rush
Best Actor in a Supporting Role,71,The Truman Show,Ed Harris
Best Actor in a Supporting Role,72,Magnolia,Tom Cruise
Best Actor in a Supporting Role,72,The Cider House Rules,Michael Caine
Best Actor in a Supporting Role,72,The Green Mile,Michael Clarke Duncan
Best Actor in a Supporting Role,72,The Sixth Sense,Haley Joel Osment
Best Actor in a Supporting Role,72,The Talented Mr. Ripley,Jude Law
Best Actor in a Supporting Role,73,Erin Brockovich,Albert Finney
Best Actor in a Supporting Role,73,Gladiator,Joaquin Phoenix
Best Actor in a Supporting Role,73,Shadow of the Vampire,Willem Dafoe
Best Actor in a Supporting Role,73,The Contender,Jeff Bridges
Best Actor in a Supporting Role,73,Traffic,Benicio del Toro
Best Actor in a Supporting Role,74,Ali,Jon Voight
Best Actor in a Supporting Role,74,Iris,Jim Broadbent
Best Actor in a Supporting Role,74,Sexy Beast,Ben Kingsley
Best Actor in a Supporting Role,74,The Lord of the Rings: The Fellowship of the Ring,Ian McKellen
Best Actor in a Supporting Role,74,Training Day,Ethan Hawke
Best Actor in a Supporting Role,75,Adaptation,Chris Cooper
Best Actor in a Supporting Role,75,Catch Me If You Can,Christopher Walken
Best Actor in a Supporting Role,75,Chicago,John C. Reilly
Best Actor in a Supporting Role,75,Road to Perdition,Paul Newman
Best Actor in a Supporting Role,75,The Hours,Ed Harris
Best Actor in a Supporting Role,76,21 Grams,Benicio del Toro
Best Actor in a Supporting Role,76,In America,Djimon Hounsou
Best Actor in a Supporting Role,76,Mystic River,Tim Robbins
Best Actor in a Supporting Role,76,The Cooler,Alec Baldwin
Best Actor in a Supporting Role,76,The Last Samurai,Ken Watanabe
Best Actor in a Supporting Role,77,Closer,Clive Owen
Best Actor in a Supporting Role,77,Collateral,Jamie Foxx
Best Actor in a Supporting Role,77,Million Dollar Baby,Morgan Freeman
Best Actor in a Supporting Role,77,Sideways,Thomas Haden Church
Best Actor in a Supporting Role,77,The Aviator,Alan Alda
Best Actor in a Supporting Role,78,A History of Violence,William Hurt
Best Actor in a Supporting Role,78,Brokeback Mountain,Jake Gyllenhaal
Best Actor in a Supporting Role,78,Cinderella Man,Paul Giamatti
Best Actor in a Supporting Role,78,Crash,Matt Dillon
Best Actor in a Supporting Role,78,Syriana,George Clooney
Best Actor in a Supporting Role,79,Blood Diamond,Djimon Hounsou
Best Actor in a Supporting Role,79,Dreamgirls,Eddie Murphy
Best Actor in a Supporting Role,79,Little Children,Jackie Earle Haley
Best Actor in a Supporting Role,79,Little Miss Sunshine,Alan Arkin
Best Actor in a Supporting Role,79,The Departed,Mark Wahlberg
Best Actor in a Supporting Role,80,Charlie Wilson's War,Philip Seymour Hoffman
Best Actor in a Supporting Role,80,Into the Wild,Hal Holbrook
Best Actor in a Supporting Role,80,Michael Clayton,Tom Wilkinson
Best Actor in a Supporting Role,80,No Country for Old Men,Javier Bardem
Best Actor in a Supporting Role,80,The Assassination of Jesse James by the Coward Robert Ford,Casey Affleck
Best Actor in a Supporting Role,81,Doubt,Philip Seymour Hoffman
Best Actor in a Supporting Role,81,Milk,Josh Brolin
Best Actor in a Supporting Role,81,Revolutionary Road,Michael Shannon
Best Actor in a Supporting Role,81,The Dark Knight,Heath Ledger
Best Actor in a Supporting Role,81,Tropic Thunder,Robert Downey Jr.
Best Actor in a Supporting Role,82,Inglourious Basterds,Christoph Waltz
Best Actor in a Supporting Role,82,Invictus,Matt Damon
Best Actor in a Supporting Role,82,The Last Station,Christopher Plummer
Best Actor in a Supporting Role,82,The Lovely Bones,Stanley Tucci
Best Actor in a Supporting Role,82,The Messenger,Woody Harrelson
Best Actor in a Supporting Role,83,The Fighter,Christian Bale
Best Actor in a Supporting Role,83,The Kids Are All Right,Mark Ruffalo
Best Actor in a Supporting Role,83,The King's Speech,Geoffrey Rush
Best Actor in a Supporting Role,83,The Town,Jeremy Renner
Best Actor in a Supporting Role,83,Winter's Bone,John Hawkes
Best Actor in a Supporting Role,84,Beginners,Christopher Plummer
Best Actor in a Supporting Role,84,Extremely Loud & Incredibly Close,Max von Sydow
Best Actor in a Supporting Role,84,Moneyball,Jonah Hill
Best Actor in a Supporting Role,84,My Week with Marilyn,Kenneth Branagh
Best Actor in a Supporting Role,84,Warrior,Nick Nolte
Best Actor in a Supporting Role,85,Argo,Alan Arkin
Best Actor in a Supporting Role,85,Django Unchained,Christoph Waltz
Best Actor in a Supporting Role,85,Lincoln,Tommy Lee Jones
Best Actor in a Supporting Role,85,Silver Linings Playbook,Robert De Niro
Best Actor in a Supporting Role,85,The Master,Philip Seymour Hoffman
Best Actor in a Supporting Role,86,12 Years a Slave,Michael Fassbender
Best Actor in a Supporting Role,86,American Hustle,Bradley Cooper
Best Actor in a Supporting Role,86,Captain Phillips,Barkhad Abdi
Best Actor in a Supporting Role,86,Dallas Buyers Club,Jared Leto
Best Actor in a Supporting Role,86,The Wolf of Wall Street,Jonah Hill
Best Actor in a Supporting Role,87,Birdman or (The Unexpected Virtue of Ignorance),Edward Norton
Best Actor in a Supporting Role,87,Boyhood,Ethan Hawke
Best Actor in a Supporting Role,87,Foxcatcher,Mark Ruffalo
Best Actor in a Supporting Role,87,The Judge,Robert Duvall
Best Actor in a Supporting Role,87,Whiplash,J. K. Simmons
Best Actor in a Supporting Role,88,Bridge of Spies,Mark Rylance
Best Actor in a Supporting Role,88,Creed,Sylvester Stallone
Best Actor in a Supporting Role,88,Spotlight,Mark Ruffalo
Best Actor in a Supporting Role,88,The Big Short,Christian Bale
Best Actor in a Supporting Role,88,The Revenant,Tom Hardy
Best Actor in a Supporting Role,89,Hell or High Water,Jeff Bridges
Best Actor in a Supporting Role,89,Lion,Dev Patel
Best Actor in a Supporting Role,89,Manchester by the Sea,Lucas Hedges
Best Actor in a Supporting Role,89,Moonlight,Mahershala Ali
Best Actor in a Supporting Role,89,Nocturnal Animals,Michael Shannon
Best Actor in a Supporting Role,90,All the Money in the World,Christopher Plummer
Best Actor in a Supporting Role,90,The Florida Project,Willem Dafoe
Best Actor in a Supporting Role,90,The Shape of Water,Richard Jenkins
Best Actor in a Supporting Role,90,"Three Billboards Outside Ebbing, Missouri",Woody Harrelson
Best Actor in a Supporting Role,91,A Star Is Born,Sam Elliott
Best Actor in a Supporting Role,91,BlacKkKlansman,Adam Driver
Best Actor in a Supporting Role,91,Can You Ever Forgive Me?,Richard E. Grant
Best Actor in a Supporting Role,91,Green Book,Mahershala Ali
Best Actor in a Supporting Role,91,Vice,Sam Rockwell
Best Actor in a Supporting Role,92,A Beautiful Day in the Neighborhood,Tom Hanks
Best Actor in a Supporting Role,92,Once Upon a Time in Hollywood,Brad Pitt
Best Actor in a Supporting Role,92,The Irishman,Joe Pesci
Best Actor in a Supporting Role,92,The Two Popes,Anthony Hopkins
Best Actor in a Supporting Role,93,Judas and the Black Messiah,LaKeith Stanfield
Best Actor in a Supporting Role,93,One Night in Miami...,Leslie Odom Jr.
Best Actor in a Supporting Role,93,Sound of Metal,Paul Raci
Best Actor in a Supporting Role,93,The Trial of the Chicago 7,Sacha Baron Cohen
Best Actor in a Supporting Role,94,Being the Ricardos,J. K. Simmons
Best Actor in a Supporting Role,94,Belfast,Ciarán Hinds
Best Actor in a Supporting Role,94,CODA,Troy Kotsur
Best Actor in a Supporting Role,94,The Power of the Dog,Kodi Smit-McPhee
Best Actor in a Supporting Role,95,Causeway,Brian Tyree Henry
Best Actor in a Supporting Role,95,Everything Everywhere All at Once,Ke Huy Quan
Best Actor in a Supporting Role,95,The Banshees of Inisherin,Barry Keoghan
Best Actor in a Supporting Role,95,The Fabelmans,Judd Hirsch
Best Actor in a Supporting Role,96,American Fiction,Sterling K. Brown
Best Actor in a Supporting Role,96,Barbie,Ryan Gosling
Best Actor in a Supporting Role,96,Killers of the Flower Moon,Robert De Niro
Best Actor in a Supporting Role,96,Oppenheimer,Robert Downey Jr.
Best Actor in a Supporting Role,96,Poor Things,Mark Ruffalo
Best Actor in a Supporting Role,97,A Complete Unknown,Edward Norton
Best Actor in a Supporting Role,97,A Real Pain,Kieran Culkin
Best Actor in a Supporting Role,97,Anora,Yura Borisov
Best Actor in a Supporting Role,97,The Apprentice,Jeremy Strong
Best Actor in a Supporting Role,97,The Brutalist,Guy Pearce
Best Actress,1,7th Heaven,Janet Gaynor
Best Actress,1,A Ship Comes In,Louise Dresser
Best Actress,1,Sadie Thompson,Gloria Swanson
Best Actress,2,Coquette,Mary Pickford
Best Actress,2,Madame X,Ruth Chatterton
Best Actress,2,The Barker,Betty Compson
Best Actress,2,The Broadway Melody,Bessie Love
Best Actress,2,The Divine Lady,Corinne Griffith
Best Actress,2,The Letter,Jeanne Eagels (posthumous nomination)
Best Actress,3,Anna Christie,Greta Garbo
Best Actress,3,Sarah and Son,Ruth Chatterton
Best Actress,3,The Devil's Holiday,Nancy Carroll
Best Actress,3,The Divorcee,Norma Shearer
Best Actress,3,The Trespasser,Gloria Swanson
Best Actress,3,Their Own Desire,Norma Shearer
Best Actress,4,A Free Soul,Norma Shearer
Best Actress,4,Cimarron,Irene Dunne
Best Actress,4,Holiday,Ann Harding
Best Actress,4,Min and Bill,Marie Dressler
Best Actress,4,Morocco,Marlene Dietrich
Best Actress,5,Emma,Marie Dressler
Best Actress,5,The Guardsman,Lynn Fontanne
Best Actress,5,The Sin of Madelon Claudet,Helen Hayes
Best Actress,6,Cavalcade,Diana Wynyard
Best Actress,6,Lady for a Day,May Robson
Best Actress,6,Morning Glory,Katharine Hepburn
Best Actress,7,It Happened One Night,Claudette Colbert
Best Actress,7,Of Human Bondage,Bette Davis
Best Actress,7,One Night of Love,Grace Moore
Best Actress,7,The Barretts of Wimpole Street,Norma Shearer
Best Actress,8,Alice Adams,Katharine Hepburn
Best Actress,8,Becky Sharp,Miriam Hopkins
Best Actress,8,Dangerous,Bette Davis
Best Actress,8,Escape Me Never,Elisabeth Bergner
Best Actress,8,Private Worlds,Claudette Colbert
Best Actress,8,The Dark Angel,Merle Oberon
Best Actress,9,My Man Godfrey,Carole Lombard
Best Actress,9,Romeo and Juliet,Norma Shearer
Best Actress,9,The Great Ziegfeld,Luise Rainer
Best Actress,9,Theodora Goes Wild,Irene Dunne
Best Actress,9,Valiant Is the Word for Carrie,Gladys George
Best Actress,10,A Star Is Born,Janet Gaynor
Best Actress,10,Camille,Greta Garbo
Best Actress,10,Stella Dallas,Barbara Stanwyck
Best Actress,10,The Awful Truth,Irene Dunne
Best Actress,10,The Good Earth,Luise Rainer
Best Actress,11,Jezebel,Bette Davis
Best Actress,11,Marie Antoinette,Norma Shearer
Best Actress,11,Pygmalion,Wendy Hiller
Best Actress,11,Three Comrades,Margaret Sullavan
Best Actress,11,White Banners,Fay Bainter
Best Actress,12,Dark Victory,Bette Davis
Best Actress,12,Gone With the Wind,Vivien Leigh
Best Actress,12,"Goodbye, Mr. Chips",Greer Garson
Best Actress,12,Love Affair,Irene Dunne
Best Actress,12,Ninotchka,Greta Garbo
Best Actress,13,Kitty Foyle,Ginger Rogers
Best Actress,13,Our Town,Martha Scott
Best Actress,13,Rebecca,Joan Fontaine
Best Actress,13,The Letter,Bette Davis
Best Actress,13,The Philadelphia Story,Katharine Hepburn
Best Actress,14,Ball of Fire,Barbara Stanwyck
Best Actress,14,Blossoms in the Dust,Greer Garson
Best Actress,14,Hold Back the Dawn,Olivia de Havilland
Best Actress,14,Suspicion,Joan Fontaine
Best Actress,14,The Little Foxes,Bette Davis
Best Actress,15,Mrs. Miniver,Greer Garson
Best Actress,15,My Sister Eileen,Rosalind Russell
Best Actress,15,"Now, Voyager",Bette Davis
Best Actress,15,The Pride of the Yankees,Teresa Wright
Best Actress,15,Woman of the Year,Katharine Hepburn
Best Actress,16,For Whom the Bell Tolls,Ingrid Bergman
Best Actress,16,Madame Curie,Greer Garson
Best Actress,16,The Constant Nymph,Joan Fontaine
Best Actress,16,The More the Merrier,Jean Arthur
Best Actress,16,The Song of Bernadette,Jennifer Jones
Best Actress,17,Double Indemnity,Barbara Stanwyck
Best Actress,17,Gaslight,Ingrid Bergman
Best Actress,17,Mr. Skeffington,Bette Davis
Best Actress,17,Mrs. Parkington,Greer Garson
Best Actress,17,Since You Went Away,Claudette Colbert
Best Actress in a Leading Role,50,Annie Hall,Diane Keaton
Best Actress in a Leading Role,50,Julia,Jane Fonda
Best Actress in a Leading Role,50,The Goodbye Girl,Marsha Mason
Best Actress in a Leading Role,50,The Turning Point,Shirley MacLaine
Best Actress in a Leading Role,51,An Unmarried Woman,Jill Clayburgh
Best Actress in a Leading Role,51,Autumn Sonata,Ingrid Bergman
Best Actress in a Leading Role,51,Coming Home,Jane Fonda
Best Actress in a Leading Role,51,Interiors,Geraldine Page
Best Actress in a Leading Role,51,"Same Time, Next Year",Ellen Burstyn
Best Actress in a Leading Role,52,Chapter Two,Marsha Mason
Best Actress in a Leading Role,52,Norma Rae,Sally Field
Best Actress in a Leading Role,52,Starting Over,Jill Clayburgh
Best Actress in a Leading Role,52,The China Syndrome,Jane Fonda
Best Actress in a Leading Role,52,The Rose,Bette Midler
Best Actress in a Leading Role,53,Coal Miner's Daughter,Sissy Spacek
Best Actress in a Leading Role,53,Gloria,Gena Rowlands
Best Actress in a Leading Role,53,Ordinary People,Mary Tyler Moore
Best Actress in a Leading Role,53,Private Benjamin,Goldie Hawn
Best Actress in a Leading Role,53,Resurrection,Ellen Burstyn
Best Actress in a Leading Role,54,Atlantic City,Susan Sarandon
Best Actress in a Leading Role,54,On Golden Pond,Katharine Hepburn
Best Actress in a Leading Role,54,Only When I Laugh,Marsha Mason
Best Actress in a Leading Role,54,Reds,Diane Keaton
Best Actress in a Leading Role,54,The French Lieutenant's Woman,Meryl Streep
Best Actress in a Leading Role,56,Educating Rita,Julie Walters
Best Actress in a Leading Role,56,Silkwood,Meryl Streep
Best Actress in a Leading Role,56,Terms of Endearment,Debra Winger
Best Actress in a Leading Role,56,Testament,Jane Alexander
Best Actress in a Leading Role,57,A Passage to India,Judy Davis
Best Actress in a Leading Role,57,Country,Jessica Lange
Best Actress in a Leading Role,57,Places in the Heart,Sally Field
Best Actress in a Leading Role,57,The Bostonians,Vanessa Redgrave
Best Actress in a Leading Role,57,The River,Sissy Spacek
Best Actress in a Leading Role,58,Agnes of God,Anne Bancroft
Best Actress in a Leading Role,58,Out of Africa,Meryl Streep
Best Actress in a Leading Role,58,Sweet Dreams,Jessica Lange
Best Actress in a Leading Role,58,The Color Purple,Whoopi Goldberg
Best Actress in a Leading Role,58,The Trip to Bountiful,Geraldine Page
Best Actress in a Leading Role,59,Aliens,Sigourney Weaver
Best Actress in a Leading Role,59,Children of a Lesser God,Marlee Matlin
Best Actress in a Leading Role,59,Crimes of the Heart,Sissy Spacek
Best Actress in a Leading Role,59,Peggy Sue Got Married,Kathleen Turner
Best Actress in a Leading Role,59,The Morning After,Jane Fonda
Best Actress in a Leading Role,60,Anna,Sally Kirkland
Best Actress in a Leading Role,60,Broadcast News,Holly Hunter
Best Actress in a Leading Role,60,Fatal Attraction,Glenn Close
Best Actress in a Leading Role,60,Ironweed,Meryl Streep
Best Actress in a Leading Role,60,Moonstruck,Cher
Best Actress in a Leading Role,61,A Cry in the Dark,Meryl Streep
Best Actress in a Leading Role,61,Dangerous Liaisons,Glenn Close
Best Actress in a Leading Role,61,Gorillas in the Mist,Sigourney Weaver
Best Actress in a Leading Role,61,The Accused,Jodie Foster
Best Actress in a Leading Role,61,Working Girl,Melanie Griffith
Best Actress in a Leading Role,62,Camille Claudel,Isabelle Adjani
Best Actress in a Leading Role,62,Driving Miss Daisy,Jessica Tandy
Best Actress in a Leading Role,62,Music Box,Jessica Lange
Best Actress in a Leading Role,62,Shirley Valentine,Pauline Collins
Best Actress in a Leading Role,62,The Fabulous Baker Boys,Michelle Pfeiffer
Best Actress in a Leading Role,63,Misery,Kathy Bates
Best Actress in a Leading Role,63,Mr. & Mrs. Bridge,Joanne Woodward
Best Actress in a Leading Role,63,Postcards from the Edge,Meryl Streep
Best Actress in a Leading Role,63,Pretty Woman,Julia Roberts
Best Actress in a Leading Role,63,The Grifters,Anjelica Huston
Best Actress in a Leading Role,64,For the Boys,Bette Midler
Best Actress in a Leading Role,64,Rambling Rose,Laura Dern
Best Actress in a Leading Role,64,The Silence of the Lambs,Jodie Foster
Best Actress in a Leading Role,64,Thelma & Louise,Susan Sarandon
Best Actress in a Leading Role,65,Howards End,Emma Thompson
Best Actress in a Leading Role,65,Indochine,Catherine Deneuve
Best Actress in a Leading Role,65,Lorenzo's Oil,Susan Sarandon
Best Actress in a Leading Role,65,Love Field,Michelle Pfeiffer
Best Actress in a Leading Role,65,Passion Fish,Mary McDonnell
Best Actress in a Leading Role,66,Shadowlands,Debra Winger
Best Actress in a Leading Role,66,Six Degrees of Separation,Stockard Channing
Best Actress in a Leading Role,66,The Piano,Holly Hunter
Best Actress in a Leading Role,66,The Remains of the Day,Emma Thompson
Best Actress in a Leading Role,66,What's Love Got to Do with It,Angela Bassett
Best Actress in a Leading Role,67,– Little Women,Winona Ryder
Best Actress in a Leading Role,67,– Nell,Jodie Foster
Best Actress in a Leading Role,67,– The Client,Susan Sarandon
